Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Europa,Alemania,Vino,Producción,2016,1000 hl,9013.0
Europa,Alemania,Vino,Consumo,2017,1000 hl,20145.0
Europa,Alemania,Vino,Exportaciones,2017,1000 hl,3836.0
Europa,Alemania,Vino,Importaciones,2017,1000 hl,15230.0
Europa,Alemania,Vino,Producción,2017,1000 hl,7462.0
Europa,Alemania,Vino,Consumo,2018,1000 hl,19745.0
Europa,Alemania,Vino,Exportaciones,2018,1000 hl,3731.0
Europa,Alemania,Vino,Importaciones,2018,1000 hl,14656.0
Europa,Alemania,Vino,Producción,2018,1000 hl,10268.0
Europa,Alemania,Vino,Consumo,2019,1000 hl,19450.0
Europa,Alemania,Vino,Exportaciones,2019,1000 hl,3839.0
Europa,Alemania,Vino,Importaciones,2019,1000 hl,14802.0
Europa,Alemania,Vino,Producción,2019,1000 hl,8218.0
Europa,Alemania,Vino,Consumo,2020,1000 hl,19844.0
Europa,Alemania,Vino,Exportaciones,2020,1000 hl,3662.0
Europa,Alemania,Vino,Importaciones,2020,1000 hl,14486.0
Europa,Alemania,Vino,Producción,2020,1000 hl,8405.0
Europa,Alemania,Vino,Consumo,2021,1000 hl,19900.0
Europa,Alemania,Vino,Exportaciones,2021,1000 hl,3689.0
Europa,Alemania,Vino,Importaciones,2021,1000 hl,14781.0
Europa,Alemania,Vino,Producción,2021,1000 hl,8448.0
Europa,Alemania,Vino,Consumo,2022,1000 hl,19400.0
Europa,Alemania,Vino,Exportaciones,2022,1000 hl,3545.0
Europa,Alemania,Vino,Importaciones,2022,1000 hl,13614.0
Europa,Alemania,Vino,Producción,2022,1000 hl,8940.0
Europa,Alemania,Vino,Consumo,2023,1000 hl,18400.0
Europa,Alemania,Vino,Exportaciones,2023,1000 hl,3262.0
Europa,Alemania,Vino,Importaciones,2023,1000 hl,13574.0
Europa,Alemania,Vino,Producción,2023,1000 hl,8593.0
Oceanía,American Samoa,Vino,Consumo,2013,1000 hl,0.0
Oceanía,American Samoa,Vino,Importaciones,2013,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2013,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2014,1000 hl,0.0
Oceanía,American Samoa,Vino,Importaciones,2014,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2014,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2015,1000 hl,0.0
Oceanía,American Samoa,Vino,Importaciones,2015,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2015,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2016,1000 hl,0.0
Oceanía,American Samoa,Vino,Importaciones,2016,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2016,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2017,1000 hl,0.0
Oceanía,American Samoa,Vino,Importaciones,2017,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2017,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2018,1000 hl,0.0
Oceanía,American Samoa,Vino,Importaciones,2018,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2018,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2019,1000 hl,0.0
Oceanía,American Samoa,Vino,Importaciones,2019,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2019,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2020,1000 hl,1.0
Oceanía,American Samoa,Vino,Importaciones,2020,1000 hl,1.0
Oceanía,American Samoa,Vino,Producción,2020,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2021,1000 hl,1.0
Oceanía,American Samoa,Vino,Importaciones,2021,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2021,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2022,1000 hl,1.0
Oceanía,American Samoa,Vino,Importaciones,2022,1000 hl,0.0
Oceanía,American Samoa,Vino,Producción,2022,1000 hl,0.0
Oceanía,American Samoa,Vino,Consumo,2023,1000 hl,0.0
Europa,Andorra,Vino,Producción,2013,1000 hl,0.0
Europa,Andorra,Vino,Producción,2014,1000 hl,0.0
Europa,Andorra,Vino,Producción,2015,1000 hl,0.0
Europa,Andorra,Vino,Producción,2016,1000 hl,0.0
Europa,Andorra,Vino,Producción,2017,1000 hl,0.0
Europa,Andorra,Vino,Producción,2018,1000 hl,0.0
Europa,Andorra,Vino,Producción,2019,1000 hl,0.0
Europa,Andorra,Vino,Producción,2020,1000 hl,0.0
Europa,Andorra,Vino,Producción,2021,1000 hl,0.0
Europa,Andorra,Vino,Producción,2022,1000 hl,0.0
África,Angola,Vino,Consumo,2013,1000 hl,1017.0
África,Angola,Vino,Exportaciones,2013,1000 hl,0.0
África,Angola,Vino,Importaciones,2013,1000 hl,1003.0
África,Angola,Vino,Producción,2013,1000 hl,0.0
África,Angola,Vino,Consumo,2014,1000 hl,1344.0
África,Angola,Vino,Exportaciones,2014,1000 hl,0.0
África,Angola,Vino,Importaciones,2014,1000 hl,1686.0
África,Angola,Vino,Producción,2014,1000 hl,0.0
África,Angola,Vino,Consumo,2015,1000 hl,1350.0
África,Angola,Vino,Exportaciones,2015,1000 hl,9.0
África,Angola,Vino,Importaciones,2015,1000 hl,1015.0
África,Angola,Vino,Producción,2015,1000 hl,0.0
África,Angola,Vino,Consumo,2016,1000 hl,916.0
África,Angola,Vino,Exportaciones,2016,1000 hl,23.0
África,Angola,Vino,Importaciones,2016,1000 hl,850.0
África,Angola,Vino,Producción,2016,1000 hl,0.0
África,Angola,Vino,Consumo,2017,1000 hl,759.0
África,Angola,Vino,Exportaciones,2017,1000 hl,9.0
África,Angola,Vino,Importaciones,2017,1000 hl,1270.0
África,Angola,Vino,Producción,2017,1000 hl,0.0
África,Angola,Vino,Consumo,2018,1000 hl,549.0
África,Angola,Vino,Exportaciones,2018,1000 hl,9.0
África,Angola,Vino,Importaciones,2018,1000 hl,417.0
África,Angola,Vino,Producción,2018,1000 hl,0.0
África,Angola,Vino,Consumo,2019,1000 hl,362.0
África,Angola,Vino,Exportaciones,2019,1000 hl,54.0
África,Angola,Vino,Importaciones,2019,1000 hl,353.0
África,Angola,Vino,Producción,2019,1000 hl,0.0
África,Angola,Vino,Consumo,2020,1000 hl,279.0
África,Angola,Vino,Exportaciones,2020,1000 hl,9.0
África,Angola,Vino,Importaciones,2020,1000 hl,267.0
África,Angola,Vino,Producción,2020,1000 hl,0.0
África,Angola,Vino,Consumo,2021,1000 hl,232.0
África,Angola,Vino,Exportaciones,2021,1000 hl,12.0
África,Angola,Vino,Importaciones,2021,1000 hl,218.0
África,Angola,Vino,Producción,2021,1000 hl,0.0
África,Angola,Vino,Consumo,2022,1000 hl,304.0
África,Angola,Vino,Exportaciones,2022,1000 hl,4.0
África,Angola,Vino,Importaciones,2022,1000 hl,407.0
África,Angola,Vino,Producción,2022,1000 hl,0.0
África,Angola,Vino,Consumo,2023,1000 hl,345.0
África,Angola,Vino,Exportaciones,2023,1000 hl,5.0
África,Angola,Vino,Importaciones,2023,1000 hl,400.0
América,Antigua y Barbuda,Vino,Consumo,2013,1000 hl,17.0
América,Antigua y Barbuda,Vino,Exportaciones,2013,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2013,1000 hl,19.0
América,Antigua y Barbuda,Vino,Producción,2013,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2014,1000 hl,19.0
América,Antigua y Barbuda,Vino,Exportaciones,2014,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2014,1000 hl,19.0
América,Antigua y Barbuda,Vino,Producción,2014,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2015,1000 hl,16.0
América,Antigua y Barbuda,Vino,Exportaciones,2015,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2015,1000 hl,13.0
América,Antigua y Barbuda,Vino,Producción,2015,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2016,1000 hl,21.0
América,Antigua y Barbuda,Vino,Exportaciones,2016,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2016,1000 hl,28.0
América,Antigua y Barbuda,Vino,Producción,2016,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2017,1000 hl,25.0
América,Antigua y Barbuda,Vino,Exportaciones,2017,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2017,1000 hl,23.0
América,Antigua y Barbuda,Vino,Producción,2017,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2018,1000 hl,24.0
América,Antigua y Barbuda,Vino,Exportaciones,2018,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2018,1000 hl,25.0
América,Antigua y Barbuda,Vino,Producción,2018,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2019,1000 hl,20.0
América,Antigua y Barbuda,Vino,Exportaciones,2019,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2019,1000 hl,15.0
América,Antigua y Barbuda,Vino,Producción,2019,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2020,1000 hl,15.0
América,Antigua y Barbuda,Vino,Exportaciones,2020,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2020,1000 hl,15.0
América,Antigua y Barbuda,Vino,Producción,2020,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2021,1000 hl,15.0
América,Antigua y Barbuda,Vino,Exportaciones,2021,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2021,1000 hl,15.0
América,Antigua y Barbuda,Vino,Producción,2021,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2022,1000 hl,17.0
América,Antigua y Barbuda,Vino,Exportaciones,2022,1000 hl,0.0
América,Antigua y Barbuda,Vino,Importaciones,2022,1000 hl,20.0
América,Antigua y Barbuda,Vino,Producción,2022,1000 hl,0.0
América,Antigua y Barbuda,Vino,Consumo,2023,1000 hl,18.0
América,Antigua y Barbuda,Vino,Exportaciones,2023,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2013,1000 hl,33.0
América,Antillas Neerlandesas,Vino,Importaciones,2013,1000 hl,33.0
América,Antillas Neerlandesas,Vino,Producción,2013,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2014,1000 hl,17.0
América,Antillas Neerlandesas,Vino,Importaciones,2014,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2014,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2015,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2015,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2015,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2016,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2016,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2016,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2017,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2017,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2017,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2018,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2018,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2018,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2019,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2019,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2019,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2020,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2020,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2020,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2021,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2021,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2021,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2022,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Importaciones,2022,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Producción,2022,1000 hl,0.0
América,Antillas Neerlandesas,Vino,Consumo,2023,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2013,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2013,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2013,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2014,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2014,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2014,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2015,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2015,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2015,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2016,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2016,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2016,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2017,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2017,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2017,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2018,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2018,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2018,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2019,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2019,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2019,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2020,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2020,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2020,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2021,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2021,1000 hl,0.0
Asia,Arabia Saudí,Vino,Producción,2021,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2022,1000 hl,0.0
Asia,Arabia Saudí,Vino,Importaciones,2022,1000 hl,3.0
Asia,Arabia Saudí,Vino,Producción,2022,1000 hl,0.0
Asia,Arabia Saudí,Vino,Consumo,2023,1000 hl,0.0
África,Argelia,Vino,Consumo,2013,1000 hl,338.0
África,Argelia,Vino,Exportaciones,2013,1000 hl,2.0
África,Argelia,Vino,Importaciones,2013,1000 hl,56.0
África,Argelia,Vino,Producción,2013,1000 hl,498.0
África,Argelia,Vino,Consumo,2014,1000 hl,372.0
África,Argelia,Vino,Exportaciones,2014,1000 hl,3.0
África,Argelia,Vino,Importaciones,2014,1000 hl,75.0
África,Argelia,Vino,Producción,2014,1000 hl,126.0
África,Argelia,Vino,Consumo,2015,1000 hl,189.0
África,Argelia,Vino,Exportaciones,2015,1000 hl,2.0
África,Argelia,Vino,Importaciones,2015,1000 hl,85.0
África,Argelia,Vino,Producción,2015,1000 hl,96.0
África,Argelia,Vino,Consumo,2016,1000 hl,178.0
África,Argelia,Vino,Exportaciones,2016,1000 hl,2.0
África,Argelia,Vino,Importaciones,2016,1000 hl,113.0
África,Argelia,Vino,Producción,2016,1000 hl,66.0
África,Argelia,Vino,Consumo,2017,1000 hl,245.0
África,Argelia,Vino,Exportaciones,2017,1000 hl,3.0
África,Argelia,Vino,Importaciones,2017,1000 hl,90.0
África,Argelia,Vino,Producción,2017,1000 hl,227.0
África,Argelia,Vino,Consumo,2018,1000 hl,300.0
África,Argelia,Vino,Exportaciones,2018,1000 hl,2.0
África,Argelia,Vino,Importaciones,2018,1000 hl,94.0
África,Argelia,Vino,Producción,2018,1000 hl,193.0
África,Argelia,Vino,Consumo,2019,1000 hl,268.0
África,Argelia,Vino,Exportaciones,2019,1000 hl,1.0
África,Argelia,Vino,Importaciones,2019,1000 hl,58.0
África,Argelia,Vino,Producción,2019,1000 hl,162.0
África,Argelia,Vino,Consumo,2020,1000 hl,263.0
África,Argelia,Vino,Exportaciones,2020,1000 hl,1.0
África,Argelia,Vino,Importaciones,2020,1000 hl,85.0
África,Argelia,Vino,Producción,2020,1000 hl,194.0
África,Argelia,Vino,Consumo,2021,1000 hl,284.0
África,Argelia,Vino,Exportaciones,2021,1000 hl,1.0
África,Argelia,Vino,Importaciones,2021,1000 hl,109.0
África,Argelia,Vino,Producción,2021,1000 hl,183.0
África,Argelia,Vino,Consumo,2022,1000 hl,287.0
África,Argelia,Vino,Exportaciones,2022,1000 hl,2.0
África,Argelia,Vino,Importaciones,2022,1000 hl,105.0
África,Argelia,Vino,Producción,2022,1000 hl,180.0
África,Argelia,Vino,Consumo,2023,1000 hl,280.0
África,Argelia,Vino,Exportaciones,2023,1000 hl,2.0
África,Argelia,Vino,Importaciones,2023,1000 hl,105.0
África,Argelia,Vino,Producción,2023,1000 hl,182.0
América,Argentina,Vino,Consumo,2013,1000 hl,10352.0
América,Argentina,Vino,Exportaciones,2013,1000 hl,3150.0
América,Argentina,Vino,Importaciones,2013,1000 hl,7.0
América,Argentina,Vino,Producción,2013,1000 hl,14984.0
América,Argentina,Vino,Consumo,2014,1000 hl,9938.0
América,Argentina,Vino,Exportaciones,2014,1000 hl,2626.0
América,Argentina,Vino,Importaciones,2014,1000 hl,3.0
América,Argentina,Vino,Producción,2014,1000 hl,15197.0
América,Argentina,Vino,Consumo,2015,1000 hl,10269.0
América,Argentina,Vino,Exportaciones,2015,1000 hl,2675.0
América,Argentina,Vino,Importaciones,2015,1000 hl,5.0
América,Argentina,Vino,Producción,2015,1000 hl,13362.0
América,Argentina,Vino,Consumo,2016,1000 hl,9416.0
América,Argentina,Vino,Exportaciones,2016,1000 hl,2598.0
América,Argentina,Vino,Importaciones,2016,1000 hl,93.0
América,Argentina,Vino,Producción,2016,1000 hl,9447.0
América,Argentina,Vino,Consumo,2017,1000 hl,8925.0
América,Argentina,Vino,Exportaciones,2017,1000 hl,2233.0
América,Argentina,Vino,Importaciones,2017,1000 hl,810.0
América,Argentina,Vino,Producción,2017,1000 hl,11821.0
América,Argentina,Vino,Consumo,2018,1000 hl,8396.0
América,Argentina,Vino,Exportaciones,2018,1000 hl,2754.0
América,Argentina,Vino,Importaciones,2018,1000 hl,26.0
América,Argentina,Vino,Producción,2018,1000 hl,14522.0
América,Argentina,Vino,Consumo,2019,1000 hl,8532.0
América,Argentina,Vino,Exportaciones,2019,1000 hl,3123.0
América,Argentina,Vino,Importaciones,2019,1000 hl,2.0
América,Argentina,Vino,Producción,2019,1000 hl,13019.0
América,Argentina,Vino,Consumo,2020,1000 hl,9430.0
América,Argentina,Vino,Exportaciones,2020,1000 hl,3949.0
América,Argentina,Vino,Importaciones,2020,1000 hl,3.0
América,Argentina,Vino,Producción,2020,1000 hl,10796.0
América,Argentina,Vino,Consumo,2021,1000 hl,8381.0
América,Argentina,Vino,Exportaciones,2021,1000 hl,3345.0
América,Argentina,Vino,Importaciones,2021,1000 hl,2.0
América,Argentina,Vino,Producción,2021,1000 hl,12482.0
América,Argentina,Vino,Consumo,2022,1000 hl,8276.0
América,Argentina,Vino,Exportaciones,2022,1000 hl,2660.0
América,Argentina,Vino,Importaciones,2022,1000 hl,6.0
América,Argentina,Vino,Producción,2022,1000 hl,11451.0
América,Argentina,Vino,Consumo,2023,1000 hl,7753.0
América,Argentina,Vino,Exportaciones,2023,1000 hl,1966.0
América,Argentina,Vino,Importaciones,2023,1000 hl,11.0
América,Argentina,Vino,Producción,2023,1000 hl,8813.0
Asia,Armenia,Vino,Consumo,2013,1000 hl,54.0
Asia,Armenia,Vino,Exportaciones,2013,1000 hl,14.0
Asia,Armenia,Vino,Importaciones,2013,1000 hl,4.0
Asia,Armenia,Vino,Producción,2013,1000 hl,64.0
Asia,Armenia,Vino,Consumo,2014,1000 hl,42.0
Asia,Armenia,Vino,Exportaciones,2014,1000 hl,21.0
Asia,Armenia,Vino,Importaciones,2014,1000 hl,3.0
Asia,Armenia,Vino,Producción,2014,1000 hl,68.0
Asia,Armenia,Vino,Consumo,2015,1000 hl,43.0
Asia,Armenia,Vino,Exportaciones,2015,1000 hl,14.0
Asia,Armenia,Vino,Importaciones,2015,1000 hl,4.0
Asia,Armenia,Vino,Producción,2015,1000 hl,66.0
Asia,Armenia,Vino,Consumo,2016,1000 hl,59.0
Asia,Armenia,Vino,Exportaciones,2016,1000 hl,18.0
Asia,Armenia,Vino,Importaciones,2016,1000 hl,3.0
Asia,Armenia,Vino,Producción,2016,1000 hl,75.0
Asia,Armenia,Vino,Consumo,2017,1000 hl,74.0
Asia,Armenia,Vino,Exportaciones,2017,1000 hl,27.0
Asia,Armenia,Vino,Importaciones,2017,1000 hl,5.0
Asia,Armenia,Vino,Producción,2017,1000 hl,97.0
Asia,Armenia,Vino,Consumo,2018,1000 hl,65.0
Asia,Armenia,Vino,Exportaciones,2018,1000 hl,25.0
Asia,Armenia,Vino,Importaciones,2018,1000 hl,4.0
Asia,Armenia,Vino,Producción,2018,1000 hl,96.0
Asia,Armenia,Vino,Consumo,2019,1000 hl,86.0
Asia,Armenia,Vino,Exportaciones,2019,1000 hl,28.0
Asia,Armenia,Vino,Importaciones,2019,1000 hl,5.0
Asia,Armenia,Vino,Producción,2019,1000 hl,123.0
Asia,Armenia,Vino,Consumo,2020,1000 hl,98.0
Asia,Armenia,Vino,Exportaciones,2020,1000 hl,25.0
Asia,Armenia,Vino,Importaciones,2020,1000 hl,7.0
Asia,Armenia,Vino,Producción,2020,1000 hl,110.0
Asia,Armenia,Vino,Consumo,2021,1000 hl,101.0
Asia,Armenia,Vino,Exportaciones,2021,1000 hl,31.0
Asia,Armenia,Vino,Importaciones,2021,1000 hl,6.0
Asia,Armenia,Vino,Producción,2021,1000 hl,137.0
Asia,Armenia,Vino,Consumo,2022,1000 hl,100.0
Asia,Armenia,Vino,Exportaciones,2022,1000 hl,47.0
Asia,Armenia,Vino,Importaciones,2022,1000 hl,10.0
